year,month,day,hour,season,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,Airlevel,cbwd_new
2015,9,8,0,3,48,21,83.37,1010,24,NW,4,0,0,2,5
2015,9,8,1,3,53,21,88.54,1010,23,cv,1,0,0,2,5
2015,9,8,2,3,53,21,94.07,1010,22,cv,2,0,0,2,5
2015,9,8,3,3,35,21,94.07,1009,22,NW,2,0,0,1,5
2015,9,8,4,3,25,22,100,1009,22,NW,4,0,0,1,5
2015,9,8,5,3,30,21,100,1009,21,cv,1,0.7,0.7,1,5
2015,9,8,6,3,24,22,100,1009,22,cv,2,0.4,1.1,1,5
2015,9,8,7,3,24,21,100,1009,21,cv,3,0.5,1.6,1,5
2015,9,8,8,3,25,22,100,1009,22,NW,2,4.1,5.7,1,5
2015,9,8,9,3,25,21,100,1010,21,NW,4,4.1,9.8,1,5
2015,9,8,10,3,17,21,100,1010,21,cv,1,4.1,13.9,1,5
2015,9,8,11,3,25,22,100,1010,22,NW,2,3.8,17.7,1,5
2015,9,8,12,3,38,22,100,1010,22,NW,4,2,19.7,2,5
2015,9,8,13,3,39,22,100,1010,22,cv,1,1,20.7,2,5
2015,9,8,14,3,27,23,100,1009,23,cv,2,2.1,22.8,1,5
2015,9,8,15,3,39,22,100,1009,22,NW,2,2.8,25.6,2,5
2015,9,8,16,3,38,23,100,1009,23,NW,5,2,27.6,2,5
2015,9,8,17,3,26,23,100,1009,23,NW,7,0.6,28.2,1,5
2015,9,8,18,3,30,22,100,1009,22,NW,9,0.4,28.6,1,5
2015,9,8,19,3,28,22,100,1010,22,NW,11,0.5,29.1,1,5
2015,9,8,20,3,22,22,100,1011,22,cv,1,0.6,29.7,1,5
2015,9,8,21,3,27,22,100,1011,22,NW,2,1.3,31,1,5
2015,9,8,22,3,40,22,100,1012,22,NW,5,4.5,35.5,2,5
2015,9,8,23,3,30,22,100,1012,22,NE,4,1.5,37,1,5
2015,9,9,0,3,11,22,100,1012,22,NW,3,1.8,38.8,1,5
2015,9,9,1,3,24,22,100,1012,22,NW,6,0.9,39.7,1,5
2015,9,9,2,3,9,21,100,1011,21,NW,9,1.5,41.2,1,5
2015,9,9,3,3,9,21,100,1011,21,NW,13,1.9,43.1,1,5
2015,9,9,4,3,11,21,100,1011,21,NW,16,1.7,44.8,1,5
2015,9,9,5,3,15,21,100,1011,21,NW,19,1,45.8,1,5
2015,9,9,6,3,11,21,100,1011,21,NW,22,3.2,49,1,5
2015,9,9,7,3,13,21,100,1011,21,NW,25,2.3,51.3,1,5
2015,9,9,8,3,23,22,100,1012,22,NW,29,5.7,57,1,5
2015,9,9,9,3,22,22,100,1013,22,NW,33,1.2,58.2,1,5
2015,9,9,10,3,18,21,94.07,1013,22,NE,5,5.6,63.8,1,5
2015,9,9,11,3,20,22,100,1014,22,NW,3,2,65.8,1,5
2015,9,9,12,3,30,23,100,1013,23,NW,6,0.7,66.5,1,5
2015,9,9,13,3,29,22,100,1013,22,NW,9,1.6,68.1,1,5
2015,9,9,14,3,27,22,94.12,1013,23,NW,14,0.1,68.2,1,5
2015,9,9,15,3,25,21,94.07,1012,22,NW,18,0,0,1,5
2015,9,9,16,3,25,21,88.54,1012,23,NW,22,0,0,1,5
2015,9,9,17,3,20,21,88.54,1012,23,NW,26,0,0,1,5
2015,9,9,18,3,14,21,94.07,1013,22,NW,30,0,0,1,5
2015,9,9,19,3,13,21,94.07,1013,22,NW,33,0,0,1,5
2015,9,9,20,3,9,20,88.45,1014,22,NW,37,0,0,1,5
2015,9,9,21,3,19,20,88.45,1015,22,NW,42,0,0,1,5
2015,9,9,22,3,11,20,88.45,1016,22,NW,46,0,0,1,5
2015,9,9,23,3,19,20,88.45,1016,22,NW,50,0,0,1,5
2015,9,10,0,3,8,20,88.45,1015,22,NW,54,0,0,1,5
2015,9,10,1,3,9,20,94.03,1015,21,NW,59,0,0,1,5
2015,9,10,2,3,10,20,94.03,1015,21,NW,62,0,0,1,5
2015,9,10,3,3,8,20,94.03,1014,21,cv,1,0,0,1,5
2015,9,10,4,3,6,20,94.03,1014,21,NW,2,0,0,1,5
2015,9,10,5,3,3,20,94.03,1014,21,cv,1,0,0,1,5
2015,9,10,6,3,10,20,94.03,1014,21,cv,2,0,0,1,5
2015,9,10,7,3,19,20,94.03,1014,21,cv,3,0,0,1,5
2015,9,10,8,3,18,20,94.03,1015,21,NE,3,0,0,1,5
2015,9,10,9,3,20,20,88.45,1015,22,NW,2,0,0,1,5
2015,9,10,10,3,21,21,100,1015,21,NE,2,0,0,1,5
2015,9,10,11,3,15,21,100,1015,21,NW,3,0,0,1,5
2015,9,10,12,3,15,21,94.07,1015,22,NE,5,0,0,1,5
2015,9,10,13,3,21,20,83.25,1014,23,NW,4,0,0,1,5
2015,9,10,14,3,22,20,83.25,1013,23,NE,5,0,0,1,5
2015,9,10,15,3,18,21,83.37,1013,24,NE,10,0,0,1,5
2015,9,10,16,3,14,20,83.25,1012,23,NE,15,0,0,1,5
2015,9,10,19,3,12,20,83.25,1013,23,NE,33,0,0,1,5
2015,9,10,20,3,22,19,78.24,1014,23,NE,37,0,0,1,5
2015,9,10,21,3,19,20,88.45,1014,22,NW,1,0,0,1,5
2015,9,10,22,3,17,20,88.45,1015,22,NW,3,0,0,1,5
2015,9,10,23,3,17,20,88.45,1015,22,cv,1,0,0,1,5
2015,9,11,0,3,23,20,88.45,1015,22,cv,2,0,0,1,5
2015,9,11,1,3,31,20,88.45,1015,22,cv,3,0,0,1,5
2015,9,11,2,3,14,19,83.13,1015,22,NW,2,0,0,1,5
2015,9,11,3,3,17,20,88.45,1015,22,cv,1,0,0,1,5
2015,9,11,4,3,15,20,88.45,1015,22,NW,2,0,0,1,5
2015,9,11,5,3,16,20,88.45,1015,22,cv,1,0,0,1,5
2015,9,11,6,3,22,20,94.03,1016,21,cv,2,0,0,1,5
2015,9,11,7,3,21,20,94.03,1016,21,cv,3,0,0,1,5
2015,9,11,8,3,22,19,88.37,1017,21,SW,2,0,0,1,5
2015,9,11,9,3,4,19,88.37,1018,21,SW,7,0,0,1,5
2015,9,11,10,3,23,20,94.03,1018,21,SW,11,0,0,1,5
2015,9,11,11,3,29,20,83.25,1018,23,SW,13,0.1,0.1,1,5
2015,9,11,12,3,42,20,73.84,1018,25,SW,15,1.9,2,2,5
2015,9,11,13,3,29,20,73.84,1018,25,SW,17,0.3,2.3,1,5
2015,9,11,14,3,24,20,73.84,1017,25,SW,20,0.1,2.4,1,5
2015,9,11,15,3,25,21,74.02,1016,26,SW,22,0,0,1,5
2015,9,11,16,3,26,19,65.41,1016,26,SW,24,0,0,1,5
2015,9,11,17,3,24,20,69.6,1016,26,SW,25,0,0,1,5
2015,9,11,18,3,31,21,78.53,1017,25,SW,27,0,0,1,5
2015,9,11,19,3,44,20,78.39,1018,24,cv,1,0,0,2,5
2015,9,11,20,3,47,20,78.39,1019,24,cv,2,0,0,2,5
2015,9,11,21,3,51,20,88.45,1020,22,NW,1,0,0,2,5
2015,9,11,22,3,52,20,88.45,1022,22,cv,0,0,0,2,5
2015,9,11,23,3,45,20,83.25,1022,23,cv,1,0,0,2,5
2015,9,12,0,3,45,20,88.45,1022,22,cv,2,0,0,2,5
2015,9,12,1,3,47,20,88.45,1023,22,SW,2,0,0,2,5
2015,9,12,2,3,44,18,83.01,1023,21,SW,4,0,0,2,5
2015,9,12,3,3,64,19,88.37,1022,21,SW,5,0,0,2,5
2015,9,12,4,3,45,19,88.37,1022,21,cv,1,0,0,2,5
2015,9,12,5,3,43,19,93.98,1022,20,SW,1,0,0,2,5
2015,9,12,6,3,30,19,88.37,1023,21,NE,2,0,0,1,5
2015,9,12,7,3,21,18,88.28,1023,20,SW,2,0,0,1,5
2015,9,12,8,3,34,17,77.94,1024,21,cv,1,0,0,1,5
2015,9,12,9,3,24,17,73.32,1025,22,SW,2,0,0,1,5
2015,9,12,10,3,27,16,68.81,1025,22,SW,4,0,0,1,5
2015,9,12,11,3,23,17,69.01,1025,23,SW,6,0,0,1,5
2015,9,12,12,3,26,18,73.5,1024,23,SW,8,0,0,1,5
2015,9,12,13,3,35,18,65.19,1024,25,cv,1,0,0,1,5
2015,9,12,14,3,51,18,65.19,1022,25,cv,2,0,0,2,5
2015,9,12,15,3,56,18,65.19,1021,25,cv,3,0,0,2,5
2015,9,12,16,3,64,18,61.44,1020,26,cv,4,0,0,2,5
2015,9,12,17,3,59,18,61.44,1020,26,NW,1,0,0,2,5
2015,9,12,18,3,59,18,69.2,1020,24,NW,2,0,0,2,5
2015,9,12,19,3,55,19,73.67,1020,24,cv,1,0,0,2,5
2015,9,12,20,3,56,19,83.13,1020,22,cv,2,0,0,2,5
2015,9,12,21,3,44,20,88.45,1021,22,SW,1,0,0,2,5
2015,9,12,22,3,54,19,83.13,1021,22,cv,0,0,0,2,5
2015,9,12,23,3,58,19,88.37,1021,21,cv,1,0,0,2,5
2015,9,13,0,3,62,18,83.01,1021,21,cv,2,0,0,2,5
2015,9,13,1,3,69,18,83.01,1021,21,cv,3,0,0,2,5
2015,9,13,2,3,55,18,88.28,1020,20,cv,4,0,0,2,5
2015,9,13,3,3,54,19,93.98,1019,20,SW,1,0,0,2,5
2015,9,13,4,3,65,18,88.28,1019,20,cv,1,0,0,2,5
2015,9,13,5,3,69,18,88.28,1019,20,SW,1,0,0,2,5
2015,9,13,6,3,54,17,82.89,1019,20,SW,2,0,0,2,5
2015,9,13,7,3,38,17,82.89,1020,20,SW,4,0,0,2,5
2015,9,13,8,3,35,16,77.79,1020,20,cv,1,0,0,1,5
2015,9,13,9,3,19,16,73.14,1021,21,SW,2,0,0,1,5
2015,9,13,10,3,33,16,73.14,1021,21,SW,4,0,0,1,5
2015,9,13,11,3,25,15,60.74,1021,23,SW,6,0,0,1,5
2015,9,13,12,3,29,15,50.78,1020,26,cv,1,0,0,1,5
2015,9,13,13,3,22,14,47.61,1019,26,cv,3,0,0,1,5
2015,9,13,14,3,45,15,47.88,1018,27,cv,6,0,0,2,5
2015,9,13,15,3,37,15,45.16,1017,28,cv,8,0,0,2,5
2015,9,13,20,3,32,17,69.01,1017,23,SW,8,0,0,1,5
2015,9,13,21,3,35,17,69.01,1018,23,cv,1,0,0,1,5
2015,9,14,2,3,43,17,77.94,1018,21,cv,1,0,0,2,5
2015,9,14,14,3,41,16,57.44,1015,25,cv,4,0,0,2,5
2015,9,14,15,3,35,16,57.44,1015,25,NE,3,0,0,1,5
2015,9,14,16,3,30,15,50.78,1014,26,cv,1,0,0,1,5
2015,9,14,17,3,36,15,50.78,1014,26,cv,2,0,0,2,5
2015,9,14,18,3,40,17,61.21,1014,25,cv,3,0,0,2,5
2015,9,14,19,3,85,17,69.01,1015,23,cv,4,0,0,3,5
2015,9,14,20,3,100,18,73.5,1015,23,NW,1,0,0,3,5
2015,9,14,21,3,96,17,69.01,1016,23,cv,1,0,0,3,5
2015,9,14,22,3,98,18,78.09,1017,22,NW,1,0,0,3,5
2015,9,14,23,3,104,19,88.37,1017,21,cv,1,0,0,3,5
2015,9,15,0,3,114,19,88.37,1017,21,cv,1,0,0,3,5
2015,9,15,1,3,126,19,88.37,1017,21,SW,2,0,0,4,5
2015,9,15,2,3,111,19,88.37,1016,21,cv,0,0,0,3,5
2015,9,15,3,3,111,18,83.01,1016,21,cv,0,0,0,3,5
2015,9,15,4,3,131,18,83.01,1016,21,cv,0,0,0,4,5
2015,9,15,5,3,122,19,93.98,1016,20,cv,1,0,0,4,5
2015,9,15,6,3,125,18,88.28,1016,20,cv,1,0,0,4,5
2015,9,15,14,3,131,18,65.19,1015,25,NE,3,0,0,4,5
2015,9,15,15,3,115,18,69.2,1015,24,NW,2,0,0,3,5
2015,9,15,16,3,93,18,69.2,1014,24,NW,4,0,0,3,5
2015,9,15,17,3,77,18,73.5,1014,23,NE,5,0,0,3,5
2015,9,15,18,3,76,19,83.13,1015,22,SE,3,0,0,3,5
2015,9,15,19,3,66,18,78.09,1015,22,cv,1,0,0,2,5
2015,9,15,20,3,62,19,93.98,1015,20,SW,2,0,0,2,5
2015,9,15,21,3,64,19,93.98,1016,20,SW,4,0,0,2,5
2015,9,15,22,3,64,19,88.37,1017,21,NE,2,0,0,2,5
2015,9,15,23,3,74,19,93.98,1017,20,cv,1,0,0,2,5
2015,9,16,0,3,70,19,93.98,1017,20,cv,2,0,0,2,5
2015,9,16,1,3,75,19,93.98,1016,20,cv,2,0,0,2,5
2015,9,16,2,3,67,20,100,1016,20,SW,1,0,0,2,5
2015,9,16,3,3,87,20,100,1015,20,cv,0,0,0,3,5
2015,9,16,4,3,65,20,100,1015,20,cv,0,0,0,2,5
2015,9,16,5,3,59,20,100,1015,20,cv,0,0,0,2,5
2015,9,16,6,3,48,19,100,1015,19,cv,1,0,0,2,5
2015,9,16,7,3,45,19,100,1015,19,NE,3,0,0,2,5
2015,9,16,8,3,38,19,100,1015,19,NE,5,0,0,2,5
2015,9,16,9,3,29,18,93.94,1016,19,SE,3,0.6,0.6,1,5
2015,9,16,10,3,28,18,93.94,1016,19,SE,5,0.5,1.1,1,5
2015,9,16,11,3,34,18,93.94,1016,19,SE,7,0.8,1.9,1,5
2015,9,16,12,3,37,18,88.28,1015,20,cv,1,1.1,3,2,5
2015,9,16,13,3,34,18,88.28,1014,20,NE,3,1,4,1,5
2015,9,16,14,3,36,19,93.98,1013,20,NE,5,0.4,4.4,2,5
2015,9,16,15,3,25,19,93.98,1013,20,cv,1,0,0,1,5
2015,9,16,16,3,28,18,83.01,1013,21,NE,3,0.1,0.1,1,5
2015,9,16,17,3,35,19,93.98,1013,20,NW,3,0,0,1,5
2015,9,16,18,3,38,18,83.01,1013,21,NW,6,0.6,0.6,2,5
2015,9,16,19,3,47,18,88.28,1014,20,NW,8,0.1,0.7,2,5
2015,9,16,20,3,47,18,88.28,1014,20,NW,10,0,0,2,5
2015,9,16,23,3,36,19,100,1016,19,NW,17,0,0,2,5
2015,9,17,0,3,34,19,100,1016,19,cv,1,0,0,1,5
2015,9,17,1,3,37,19,100,1016,19,NW,2,1.5,1.5,2,5
2015,9,17,2,3,53,19,100,1016,19,NW,4,0.9,2.4,2,5
2015,9,17,3,3,33,18,100,1016,18,NW,6,1.3,3.7,1,5
2015,9,17,4,3,38,18,100,1016,18,NW,7,2.8,6.5,2,5
2015,9,17,5,3,33,18,100,1016,18,cv,1,3.1,9.6,1,5
2015,9,17,6,3,28,18,100,1017,18,cv,2,1.8,11.4,1,5
2015,9,17,7,3,28,18,100,1017,18,cv,3,0.2,11.6,1,5
2015,9,17,8,3,39,18,100,1018,18,cv,4,0.3,11.9,2,5
2015,9,17,9,3,34,18,100,1019,18,NW,2,0.3,12.2,1,5
2015,9,17,10,3,32,18,93.94,1019,19,cv,1,0.1,12.3,1,5
2015,9,17,11,3,39,18,88.28,1019,20,NW,2,0.1,12.4,2,5
2015,9,17,12,3,39,18,83.01,1019,21,NW,4,0.1,12.5,2,5
2015,9,17,13,3,38,18,78.09,1018,22,NW,6,0,0,2,5
2015,9,17,14,3,33,18,78.09,1017,22,cv,1,0,0,1,5
2015,9,17,15,3,35,18,73.5,1017,23,cv,2,0,0,1,5
2015,9,17,16,3,39,18,69.2,1016,24,cv,3,0,0,2,5
2015,9,17,17,3,34,19,78.24,1016,23,cv,4,0,0,1,5
2015,9,17,18,3,37,19,78.24,1017,23,cv,5,0,0,2,5
2015,9,17,19,3,44,19,83.13,1017,22,SW,1,0,0,2,5
2015,9,17,20,3,40,20,94.03,1017,21,SW,2,0,0,2,5
2015,9,17,21,3,27,19,88.37,1018,21,SW,3,0,0,1,5
2015,9,17,22,3,18,19,88.37,1019,21,cv,0,0,0,1,5
2015,9,17,23,3,22,19,88.37,1019,21,cv,1,0,0,1,5
2015,9,18,0,3,29,19,93.98,1019,20,NW,1,0,0,1,5
2015,9,18,1,3,27,19,93.98,1019,20,cv,0,0,0,1,5
2015,9,18,2,3,29,19,93.98,1019,20,NW,1,0,0,1,5
2015,9,18,3,3,28,19,100,1018,19,NW,2,0,0,1,5
2015,9,18,4,3,25,19,100,1018,19,cv,0,0.1,0.1,1,5
2015,9,18,5,3,24,20,100,1018,20,cv,0,0,0,1,5
2015,9,18,6,3,34,19,100,1018,19,cv,0,0,0,1,5
2015,9,18,7,3,37,19,100,1018,19,cv,0,0.1,0.1,2,5
2015,9,18,8,3,57,20,100,1019,20,cv,0,0,0,2,5
2015,9,18,9,3,50,20,100,1019,20,cv,1,0,0,2,5
2015,9,18,10,3,36,19,83.13,1019,22,NW,2,0,0,2,5
2015,9,18,11,3,37,19,83.13,1019,22,cv,1,0,0,2,5
2015,9,18,12,3,38,18,73.5,1019,23,cv,2,0.1,0.1,2,5
2015,9,18,13,3,47,19,73.67,1018,24,NW,2,0,0,2,5
2015,9,18,14,3,38,19,69.4,1017,25,NE,2,0,0,2,5
2015,9,18,15,3,26,18,69.2,1017,24,NE,4,0,0,1,5
2015,9,18,16,3,32,18,69.2,1016,24,cv,2,0,0,1,5
2015,9,18,17,3,28,18,69.2,1016,24,NW,2,0,0,1,5
2015,9,18,18,3,28,18,69.2,1016,24,NE,2,0,0,1,5
2015,9,18,19,3,34,18,69.2,1016,24,cv,2,0,0,1,5
2015,9,18,20,3,30,19,83.13,1017,22,SW,1,0,0,1,5
2015,9,18,21,3,30,20,88.45,1018,22,cv,1,0,0,1,5
2015,9,18,23,3,36,20,94.03,1018,21,cv,1,0,0,2,5
2015,9,19,0,3,58,21,100,1018,21,SW,1,0,0,2,5
2015,9,19,1,3,66,20,100,1018,20,cv,1,0,0,2,5
2015,9,19,2,3,62,20,100,1017,20,SW,2,0,0,2,5
2015,9,19,3,3,54,20,100,1017,20,SW,4,0,0,2,5
2015,9,19,4,3,45,20,100,1016,20,SW,5,0,0,2,5
2015,9,19,5,3,60,20,100,1016,20,cv,1,0,0,2,5
2015,9,19,6,3,43,19,93.98,1016,20,SW,1,0,0,2,5
2015,9,19,7,3,44,19,100,1017,19,SW,3,0,0,2,5
2015,9,19,8,3,37,18,93.94,1017,19,NW,1,0,0,2,5
2015,9,19,9,3,29,18,93.94,1017,19,cv,1,0.6,0.6,1,5
2015,9,19,10,3,26,18,83.01,1017,21,cv,2,1.4,2,1,5
2015,9,19,11,3,25,19,78.24,1018,23,cv,3,0.8,2.8,1,5
2015,9,19,12,3,30,19,65.41,1017,26,cv,4,0.1,2.9,1,5
2015,9,19,13,3,30,18,61.44,1016,26,NE,3,0,0,1,5
2015,9,19,14,3,25,17,57.69,1015,26,cv,1,0,0,1,5
2015,9,19,15,3,33,17,57.69,1014,26,cv,3,0,0,1,5
2015,9,19,16,3,46,19,73.67,1014,24,NW,2,0,0,2,5
2015,9,19,17,3,59,20,78.39,1014,24,NW,4,0,0,2,5
2015,9,19,18,3,55,20,78.39,1014,24,cv,1,0,0,2,5
2015,9,19,19,3,85,20,83.25,1014,23,SW,2,0,0,3,5
2015,9,19,20,3,67,20,83.25,1015,23,cv,1,0,0,2,5
2015,9,19,21,3,59,20,88.45,1016,22,SW,1,0,0,2,5
2015,9,19,22,3,70,19,88.37,1017,21,SW,2,0,0,2,5
2015,9,19,23,3,69,19,88.37,1017,21,SW,4,0,0,2,5
2015,9,20,0,3,66,19,93.98,1017,20,cv,1,0,0,2,5
2015,9,20,1,3,66,19,93.98,1017,20,cv,2,0,0,2,5
2015,9,20,2,3,69,19,93.98,1016,20,cv,3,0,0,2,5
2015,9,20,3,3,62,19,93.98,1015,20,SW,1,0,0,2,5
2015,9,20,4,3,50,19,100,1015,19,cv,1,0,0,2,5
2015,9,20,5,3,55,19,100,1014,19,SW,1,0,0,2,5
2015,9,20,6,3,76,19,100,1014,19,cv,0,0,0,3,5
2015,9,20,7,3,69,19,100,1014,19,SW,1,0,0,2,5
2015,9,20,8,3,62,20,100,1015,20,cv,1,0,0,2,5
2015,9,20,9,3,55,20,94.03,1015,21,cv,2,0,0,2,5
2015,9,20,10,3,57,19,83.13,1015,22,SW,1,0,0,2,5
2015,9,20,11,3,63,19,78.24,1015,23,cv,1,0,0,2,5
2015,9,20,12,3,56,20,83.25,1014,23,cv,1,0,0,2,5
2015,9,20,13,3,46,20,73.84,1013,25,cv,2,0,0,2,5
2015,9,20,14,3,41,19,69.4,1012,25,cv,3,0,0,2,5
2015,9,20,15,3,29,18,61.44,1011,26,cv,4,0,0,1,5
2015,9,20,16,3,29,18,61.44,1010,26,cv,5,0,0,1,5
2015,9,20,17,3,41,18,61.44,1010,26,SE,2,0,0,2,5
2015,9,20,18,3,64,19,78.24,1010,23,NW,2,0,0,2,5
2015,9,20,19,3,58,19,83.13,1011,22,NW,5,0,0,2,5
2015,9,20,20,3,54,19,88.37,1011,21,NW,7,0,0,2,5
2015,9,20,21,3,80,19,88.37,1012,21,NW,9,0,0,3,5
2015,9,20,22,3,77,19,88.37,1013,21,cv,1,5.4,5.4,3,5
2015,9,20,23,3,80,19,88.37,1012,21,NW,1,0.3,5.7,3,5
2015,9,21,0,3,71,19,93.98,1012,20,cv,1,0,0,2,5
2015,9,21,1,3,60,19,93.98,1012,20,NW,2,0,0,2,5
2015,9,21,2,3,74,19,93.98,1012,20,cv,1,0.3,0.3,2,5
2015,9,21,3,3,86,19,93.98,1011,20,cv,2,0,0,3,5
2015,9,21,4,3,49,18,88.28,1010,20,NW,2,0,0,2,5
2015,9,21,5,3,55,19,93.98,1010,20,NW,4,0,0,2,5
2015,9,21,6,3,48,19,93.98,1010,20,NE,2,0,0,2,5
2015,9,21,7,3,48,19,93.98,1010,20,cv,1,0,0,2,5
2015,9,21,8,3,48,19,93.98,1011,20,NW,1,0,0,2,5
2015,9,21,9,3,45,19,93.98,1011,20,cv,1,0,0,2,5
2015,9,21,10,3,69,19,88.37,1012,21,cv,2,0.1,0.1,2,5
2015,9,21,11,3,69,19,88.37,1012,21,cv,3,0,0,2,5
2015,9,21,12,3,67,19,83.13,1011,22,cv,4,0,0,2,5
2015,9,21,13,3,60,19,83.13,1010,22,NW,2,0,0,2,5
2015,9,21,15,3,38,19,78.24,1008,23,cv,3,0,0,2,5
2015,9,21,16,3,42,19,78.24,1008,23,cv,4,0,0,2,5
2015,9,21,17,3,52,19,78.24,1007,23,cv,5,0,0,2,5
2015,9,21,18,3,64,20,88.45,1007,22,SW,1,0,0,2,5
2015,9,21,19,3,43,20,94.03,1007,21,SW,3,0,0,2,5
2015,9,21,20,3,40,19,93.98,1008,20,cv,1,0,0,2,5
2015,9,21,21,3,33,20,100,1009,20,cv,2,0,0,1,5
2015,9,21,22,3,38,20,100,1009,20,cv,3,0,0,2,5
2015,9,21,23,3,31,20,100,1009,20,cv,3,0,0,1,5
2015,9,22,0,3,46,20,100,1010,20,NW,2,0.9,0.9,2,5
2015,9,22,1,3,40,20,100,1010,20,NW,4,0.9,1.8,2,5
2015,9,22,2,3,47,19,100,1009,19,cv,1,0.7,2.5,2,5
2015,9,22,3,3,45,19,100,1009,19,cv,2,0.3,2.8,2,5
2015,9,22,4,3,48,19,100,1009,19,cv,3,2.2,5,2,5
2015,9,22,5,3,42,19,100,1009,19,cv,4,6.6,11.6,2,5
2015,9,22,6,3,45,19,100,1010,19,cv,5,3.8,15.4,2,5
2015,9,22,7,3,37,20,100,1011,20,cv,6,0.7,16.1,2,5
2015,9,22,8,3,41,20,100,1012,20,NW,2,0,0,2,5
2015,9,22,9,3,45,20,100,1013,20,NW,4,0,0,2,5
2015,9,22,10,3,46,20,94.03,1013,21,NW,7,0.1,0.1,2,5
2015,9,22,11,3,47,19,83.13,1014,22,NE,4,0,0,2,5
2015,9,22,12,3,51,19,83.13,1014,22,NE,8,0.2,0.2,2,5
2015,9,22,13,3,49,19,83.13,1014,22,NW,4,0,0,2,5
2015,9,22,14,3,42,19,78.24,1013,23,NE,2,0,0,2,5
2015,9,22,15,3,41,19,78.24,1012,23,SW,2,0,0,2,5
2015,9,22,16,3,55,19,78.24,1012,23,SW,4,0,0,2,5
2015,9,22,17,3,53,20,83.25,1012,23,SW,6,0,0,2,5
2015,9,22,18,3,50,19,83.13,1012,22,NW,2,0,0,2,5
2015,9,22,19,3,55,19,83.13,1013,22,SW,1,0,0,2,5
2015,9,22,20,3,65,19,88.37,1013,21,cv,1,0,0,2,5
2015,9,22,21,3,64,19,88.37,1014,21,SW,1,0,0,2,5
2015,9,22,22,3,69,19,93.98,1014,20,SW,2,0,0,2,5
2015,9,22,23,3,74,19,93.98,1014,20,cv,1,0,0,2,5
2015,9,23,0,3,58,19,88.37,1013,21,cv,2,0,0,2,5
2015,9,23,1,3,64,19,93.98,1013,20,SW,2,0,0,2,5
2015,9,23,2,3,67,19,93.98,1013,20,cv,1,0,0,2,5
2015,9,23,3,3,61,20,100,1012,20,SW,1,0,0,2,5
2015,9,23,4,3,56,20,100,1011,20,SW,2,0,0,2,5
2015,9,23,5,3,58,20,100,1011,20,SW,3,0,0,2,5
2015,9,23,6,3,87,20,100,1011,20,SW,4,0,0,3,5
2015,9,23,7,3,81,20,100,1011,20,cv,0,0,0,3,5
2015,9,23,8,3,70,21,100,1011,21,cv,1,0,0,2,5
2015,9,23,9,3,78,20,94.03,1012,21,cv,2,0,0,3,5
2015,9,23,11,3,41,20,78.39,1011,24,cv,4,0,0,2,5
2015,9,23,12,3,43,19,73.67,1010,24,cv,5,0,0,2,5
2015,9,23,13,3,42,19,73.67,1008,24,cv,6,0,0,2,5
2015,9,23,14,3,51,18,61.44,1007,26,cv,7,0,0,2,5
2015,9,23,15,3,48,18,65.19,1006,25,SE,2,0,0,2,5
2015,9,23,16,3,53,18,69.2,1005,24,cv,1,0,0,2,5
2015,9,23,17,3,53,18,69.2,1005,24,NE,2,0,0,2,5
2015,9,23,18,3,80,19,83.13,1005,22,NW,2,0,0,3,5
2015,9,23,19,3,78,19,88.37,1006,21,NW,6,0,0,3,5
2015,9,23,20,3,54,18,88.28,1006,20,NW,10,0.4,0.4,2,5
2015,9,23,21,3,50,18,88.28,1007,20,NW,12,0,0,2,5
2015,9,23,22,3,45,18,83.01,1008,21,NE,3,1.2,1.2,2,5
2015,9,23,23,3,43,18,88.28,1008,20,NW,2,0.2,1.4,2,5
2015,9,24,0,3,25,18,88.28,1009,20,NE,3,0,0,1,5
2015,9,24,1,3,25,18,93.94,1009,19,NW,3,0,0,1,5
2015,9,24,2,3,30,19,100,1008,19,NW,5,0,0,1,5
2015,9,24,3,3,28,19,100,1008,19,NW,8,0.2,0.2,1,5
2015,9,24,4,3,24,18,93.94,1008,19,cv,1,0.3,0.5,1,5
2015,9,24,5,3,33,18,93.94,1009,19,cv,2,0.2,0.7,1,5
2015,9,24,6,3,24,18,93.94,1009,19,cv,3,0,0,1,5
2015,9,24,7,3,26,18,93.94,1010,19,cv,4,0,0,1,5
2015,9,24,8,3,23,18,93.94,1010,19,cv,5,0.1,0.1,1,5
2015,9,24,9,3,28,18,88.28,1011,20,SW,1,0,0,1,5
2015,9,24,10,3,28,18,83.01,1011,21,cv,1,1,1,1,5
2015,9,24,11,3,35,18,83.01,1011,21,SW,2,0.2,1.2,1,5
2015,9,24,12,3,29,18,78.09,1011,22,SW,4,0,0,1,5
2015,9,24,13,3,28,18,78.09,1010,22,SW,7,0,0,1,5
2015,9,24,14,3,22,18,69.2,1009,24,SW,10,0,0,1,5
2015,9,24,15,3,19,16,57.44,1008,25,SW,13,0,0,1,5
2015,9,24,16,3,19,15,50.78,1007,26,SE,2,0,0,1,5
2015,9,24,17,3,29,17,64.98,1008,24,SW,3,0,0,1,5
2015,9,24,18,3,39,18,73.5,1008,23,SW,5,0,0,2,5
2015,9,24,19,3,37,17,73.32,1009,22,SW,6,0,0,2,5
2015,9,24,20,3,42,18,83.01,1010,21,cv,1,0,0,2,5
